requisito_id,tipo,licenca,documento,modulo,topico,teste_aderencia,evidencia_esperada,peso,impacto,norma_origem,artigo_referencia,aplicabilidade_uf,data_mapeamento
R.121,,,LAS_RAS,"MÓDULO 5 — ASPECTOS, IMPACTOS E MEDIDAS",Tópico 5.4 – Efluentes Líquidos,Os efluentes foram identificados e organizados?,d) Destinos finais,,,,,MG,2024-01-01
R.122,,,LAS_RAS,"MÓDULO 5 — ASPECTOS, IMPACTOS E MEDIDAS",Tópico 5.5 – Emissões Atmosféricas,As emissões foram caracterizadas conforme TR?,a) Tipo de emissão,,,,,MG,2024-01-01
R.123,,,LAS_RAS,"MÓDULO 5 — ASPECTOS, IMPACTOS E MEDIDAS",Tópico 5.5 – Emissões Atmosféricas,As emissões foram caracterizadas conforme TR?,b) Fonte,,,,,MG,2024-01-01
R.124,,,LAS_RAS,"MÓDULO 5 — ASPECTOS, IMPACTOS E MEDIDAS",Tópico 5.5 – Emissões Atmosféricas,As emissões foram caracterizadas conforme TR?,c) Medidas de controle,,,,,MG,2024-01-01
R.125,,,LAS_RAS,"MÓDULO 5 — ASPECTOS, IMPACTOS E MEDIDAS",Tópico 5.5 – Emissões Atmosféricas,As emissões foram caracterizadas conforme TR?,d) Informações organizadas,,,,,MG,2024-01-01
R.126,,,LAS_RAS,"MÓDULO 5 — ASPECTOS, IMPACTOS E MEDIDAS",Tópico 5.6 – Resíduos Sólidos,Os resíduos foram listados e quantificados?,a) Identificação e classificação,,,,,MG,2024-01-01
R.127,,,LAS_RAS,"MÓDULO 5 — ASPECTOS, IMPACTOS E MEDIDAS",Tópico 5.6 – Resíduos Sólidos,Os resíduos foram listados e quantificados?,b) Quantidade gerada,,,,,MG,2024-01-01
R.128,,,LAS_RAS,"MÓDULO 5 — ASPECTOS, IMPACTOS E MEDIDAS",Tópico 5.6 – Resíduos Sólidos,Os resíduos foram listados e quantificados?,c) Forma de disposição,,,,,MG,2024-01-01
R.129,,,LAS_RAS,"MÓDULO 5 — ASPECTOS, IMPACTOS E MEDIDAS",Tópico 5.6 – Resíduos Sólidos,Os resíduos foram listados e quantificados?,d) Medidas de gestão adotadas,,,,,MG,2024-01-01
R.130,,,LAS_RAS,"MÓDULO 5 — ASPECTOS, IMPACTOS E MEDIDAS",Tópico 5.7 – Ruídos e Vibrações,O item contempla todas as informações?,a) Fontes,,,,,MG,2024-01-01
R.131,,,LAS_RAS,"MÓDULO 5 — ASPECTOS, IMPACTOS E MEDIDAS",Tópico 5.7 – Ruídos e Vibrações,O item contempla todas as informações?,b) Emissões,,,,,MG,2024-01-01
R.132,,,LAS_RAS,"MÓDULO 5 — ASPECTOS, IMPACTOS E MEDIDAS",Tópico 5.7 – Ruídos e Vibrações,O item contempla todas as informações?,c) Medidas de controle,,,,,MG,2024-01-01
R.133,,,LAS_RAS,"MÓDULO 5 — ASPECTOS, IMPACTOS E MEDIDAS",Tópico 5.7 – Ruídos e Vibrações,O item contempla todas as informações?,d) Necessidade ou não de plano sismográfico,,,,,MG,2024-01-01
R.134,,,LAS_RAS,"MÓDULO 5 — ASPECTOS, IMPACTOS E MEDIDAS",Tópico 5.8 – Qualidade Ambiental,O relatório apresenta informações de qualidade da água e subterrânea?,a) Pontos monitorados,,,,,MG,2024-01-01
R.135,,,LAS_RAS,"MÓDULO 5 — ASPECTOS, IMPACTOS E MEDIDAS",Tópico 5.8 – Qualidade Ambiental,O relatório apresenta informações de qualidade da água e subterrânea?,b) Parâmetros,,,,,MG,2024-01-01
R.136,,,LAS_RAS,"MÓDULO 5 — ASPECTOS, IMPACTOS E MEDIDAS",Tópico 5.8 – Qualidade Ambiental,O relatório apresenta informações de qualidade da água e subterrânea?,c) Resultados,,,,,MG,2024-01-01
R.137,,,LAS_RAS,"MÓDULO 5 — ASPECTOS, IMPACTOS E MEDIDAS",Tópico 5.8 – Qualidade Ambiental,O relatório apresenta informações de qualidade da água e subterrânea?,"d) Indicações de não aplicabilidade, quando for o caso",,,,,MG,2024-01-01
R.138,,,LAS_RAS,"MÓDULO 5 — ASPECTOS, IMPACTOS E MEDIDAS",Tópico 5.9 – Fauna,Os impactos sobre fauna foram identificados?,a) Ocorrência de impacto,,,,,MG,2024-01-01
R.139,,,LAS_RAS,"MÓDULO 5 — ASPECTOS, IMPACTOS E MEDIDAS",Tópico 5.9 – Fauna,Os impactos sobre fauna foram identificados?,b) Medidas adotadas,,,,,MG,2024-01-01
R.140,,,LAS_RAS,"MÓDULO 5 — ASPECTOS, IMPACTOS E MEDIDAS",Tópico 5.9 – Fauna,Os impactos sobre fauna foram identificados?,c) Necessidade de manejo,,,,,MG,2024-01-01
R.141,,,LAS_RAS,"MÓDULO 5 — ASPECTOS, IMPACTOS E MEDIDAS",Tópico 5.9 – Fauna,Os impactos sobre fauna foram identificados?,d) Referência ao Módulo 6 quando aplicável,,,,,MG,2024-01-01
R.142,,,LAS_RAS,"MÓDULO 5 — ASPECTOS, IMPACTOS E MEDIDAS",Tópico 5.10 – Impactos Socioeconômicos,Houve identificação de impactos sociais?,a) Deslocamento de populações,,,,,MG,2024-01-01
R.143,,,LAS_RAS,"MÓDULO 5 — ASPECTOS, IMPACTOS E MEDIDAS",Tópico 5.10 – Impactos Socioeconômicos,Houve identificação de impactos sociais?,b) Uso do solo no entorno,,,,,MG,2024-01-01
R.144,,,LAS_RAS,"MÓDULO 5 — ASPECTOS, IMPACTOS E MEDIDAS",Tópico 5.10 – Impactos Socioeconômicos,Houve identificação de impactos sociais?,c) Medidas mitigadoras,,,,,MG,2024-01-01
R.145,,,LAS_RAS,"MÓDULO 5 — ASPECTOS, IMPACTOS E MEDIDAS",Tópico 5.10 – Impactos Socioeconômicos,Houve identificação de impactos sociais?,d) Informações completas,,,,,MG,2024-01-01
R.146,,,LAS_RAS,"MÓDULO 5 — ASPECTOS, IMPACTOS E MEDIDAS",Tópico 5.11 – Outros Impactos,O RAS considera todos os impactos adicionais?,a) Identificação de impactos não contemplados,,,,,MG,2024-01-01
R.147,,,LAS_RAS,"MÓDULO 5 — ASPECTOS, IMPACTOS E MEDIDAS",Tópico 5.11 – Outros Impactos,O RAS considera todos os impactos adicionais?,b) Medidas de controle,,,,,MG,2024-01-01
R.148,,,LAS_RAS,"MÓDULO 5 — ASPECTOS, IMPACTOS E MEDIDAS",Tópico 5.11 – Outros Impactos,O RAS considera todos os impactos adicionais?,c) Ações de mitigação,,,,,MG,2024-01-01
R.149,,,LAS_RAS,"MÓDULO 5 — ASPECTOS, IMPACTOS E MEDIDAS",Tópico 5.11 – Outros Impactos,O RAS considera todos os impactos adicionais?,d) Planos de acompanhamento,,,,,MG,2024-01-01
R.150,,,LAS_RAS,MÓDULO 6 — ANEXOS,Tópico 6.1 – Anexos Obrigatórios,Todos os anexos obrigatórios foram incluídos?,a) Shapefiles e planta topográfica georreferenciada,,,,,MG,2024-01-01
R.151,,,LAS_RAS,MÓDULO 6 — ANEXOS,Tópico 6.1 – Anexos Obrigatórios,Todos os anexos obrigatórios foram incluídos?,b) Relatório fotográfico,,,,,MG,2024-01-01
R.152,,,LAS_RAS,MÓDULO 6 — ANEXOS,Tópico 6.1 – Anexos Obrigatórios,Todos os anexos obrigatórios foram incluídos?,c) Anexos espeleológicos quando exigidos,,,,,MG,2024-01-01
R.153,,,LAS_RAS,MÓDULO 6 — ANEXOS,Tópico 6.1 – Anexos Obrigatórios,Todos os anexos obrigatórios foram incluídos?,d) Outros documentos obrigatórios conforme TR,,,,,MG,2024-01-01
R.154,,,LAS_RAS,MÓDULO 6 — ANEXOS,Tópico 6.2 – Anexos Complementares,Os anexos adicionais foram incluídos quando aplicáveis?,a) AVCB,,,,,MG,2024-01-01
R.155,,,LAS_RAS,MÓDULO 6 — ANEXOS,Tópico 6.2 – Anexos Complementares,Os anexos adicionais foram incluídos quando aplicáveis?,b) Estudo hidrogeológico,,,,,MG,2024-01-01
R.156,,,LAS_RAS,MÓDULO 6 — ANEXOS,Tópico 6.2 – Anexos Complementares,Os anexos adicionais foram incluídos quando aplicáveis?,c) Anuências diversas,,,,,MG,2024-01-01
R.157,,,LAS_RAS,MÓDULO 6 — ANEXOS,Tópico 6.2 – Anexos Complementares,Os anexos adicionais foram incluídos quando aplicáveis?,d) ART(s) de elaboração,,,,,MG,2024-01-01
R.158,,LAC1,EIA,1. INTRODUÇÃO,1.0 – Diretrizes Gerais da Introdução,A introdução apresenta visão geral clara e estruturada do empreendimento e do contexto do EIA-RIMA?,a) Apresentação geral do empreendimento e do estudo,,,,,MG,2024-01-01
R.159,,,EIA,1. INTRODUÇÃO,1.0 – Diretrizes Gerais da Introdução,A introdução apresenta visão geral clara e estruturada do empreendimento e do contexto do EIA-RIMA?,"b) Conexão entre descrição, histórico e justificativa",,,,,MG,2024-01-01
R.160,,,EIA,1. INTRODUÇÃO,1.0 – Diretrizes Gerais da Introdução,A introdução apresenta visão geral clara e estruturada do empreendimento e do contexto do EIA-RIMA?,"c) Clareza sobre localização, enquadramento e relevância",,,,,MG,2024-01-01
R.161,,,EIA,1. INTRODUÇÃO,1.0 – Diretrizes Gerais da Introdução,A introdução apresenta visão geral clara e estruturada do empreendimento e do contexto do EIA-RIMA?,"d) Integração com módulos posteriores (diagnóstico, impactos, programas)",,,,,MG,2024-01-01
R.162,,,EIA,1. INTRODUÇÃO,1.1 – Descrição do Empreendimento,A descrição apresenta claramente o empreendimento e seu enquadramento na DN 217?,a) Tipo de empreendimento,,,,,MG,2024-01-01
R.163,,,EIA,1. INTRODUÇÃO,1.1 – Descrição do Empreendimento,A descrição apresenta claramente o empreendimento e seu enquadramento na DN 217?,b) Atividade principal,,,,,MG,2024-01-01
R.164,,,EIA,1. INTRODUÇÃO,1.1 – Descrição do Empreendimento,A descrição apresenta claramente o empreendimento e seu enquadramento na DN 217?,c) Localização geral,,,,,MG,2024-01-01
R.165,,,EIA,1. INTRODUÇÃO,1.1 – Descrição do Empreendimento,A descrição apresenta claramente o empreendimento e seu enquadramento na DN 217?,d) Critérios de enquadramento na DN 217/2017,,,,,MG,2024-01-01
R.166,,,EIA,1. INTRODUÇÃO,1.1 – Descrição do Empreendimento,A descrição apresenta claramente o empreendimento e seu enquadramento na DN 217?,e) Classe e código da tipologia,,,,,MG,2024-01-01
R.167,,,EIA,1. INTRODUÇÃO,1.1 – Descrição do Empreendimento,A descrição apresenta claramente o empreendimento e seu enquadramento na DN 217?,f) Porte e potencial poluidor,,,,,MG,2024-01-01
R.168,,,EIA,1. INTRODUÇÃO,1.1 – Descrição do Empreendimento,A descrição apresenta claramente o empreendimento e seu enquadramento na DN 217?,g) Justificativa técnica do enquadramento,,,,,MG,2024-01-01
R.169,,,EIA,1. INTRODUÇÃO,1.2 – Cronograma de Instalação e Operação,O cronograma está claro e compatível com o desenvolvimento do projeto?,a) Fase de instalação,,,,,MG,2024-01-01
R.170,,,EIA,1. INTRODUÇÃO,1.2 – Cronograma de Instalação e Operação,O cronograma está claro e compatível com o desenvolvimento do projeto?,b) Fase de operação,,,,,MG,2024-01-01
R.171,,,EIA,1. INTRODUÇÃO,1.2 – Cronograma de Instalação e Operação,O cronograma está claro e compatível com o desenvolvimento do projeto?,c) Marcos principais,,,,,MG,2024-01-01
R.172,,,EIA,1. INTRODUÇÃO,1.2 – Cronograma de Instalação e Operação,O cronograma está claro e compatível com o desenvolvimento do projeto?,d) Duração estimada das etapas,,,,,MG,2024-01-01
R.173,,,EIA,1. INTRODUÇÃO,1.2 – Cronograma de Instalação e Operação,O cronograma está claro e compatível com o desenvolvimento do projeto?,e) Relação com atividades potencialmente impactantes,,,,,MG,2024-01-01
R.174,Instrução,LAC1,EIA,1. INTRODUÇÃO,1.3 – Histórico do Empreendimento e do Licenciamento,"O histórico está completo, coerente e alinhado ao processo regulatório?",a) Histórico do empreendimento,,,,,MG,2024-01-01
R.175,Instrução,LAC1,EIA,1. INTRODUÇÃO,1.3 – Histórico do Empreendimento e do Licenciamento,"O histórico está completo, coerente e alinhado ao processo regulatório?",b) Processos anteriores de licenciamento,,,,,MG,2024-01-01
R.176,Instrução,LAC1,EIA,1. INTRODUÇÃO,1.3 – Histórico do Empreendimento e do Licenciamento,"O histórico está completo, coerente e alinhado ao processo regulatório?",c) Atos autorizativos emitidos,,,,,MG,2024-01-01
R.177,Instrução,LAC1,EIA,1. INTRODUÇÃO,1.3 – Histórico do Empreendimento e do Licenciamento,"O histórico está completo, coerente e alinhado ao processo regulatório?",d) Alterações ou ampliações anteriores,,,,,MG,2024-01-01
R.178,Instrução,LAC1,EIA,1. INTRODUÇÃO,1.3 – Histórico do Empreendimento e do Licenciamento,"O histórico está completo, coerente e alinhado ao processo regulatório?",e) Situação atual do licenciamento,,,,,MG,2024-01-01
R.179,Instrução,LAC1,EIA,1. INTRODUÇÃO,1.4 – Objetivos e Relevância do Empreendimento,Os objetivos e a relevância foram apresentados adequadamente?,a) Objetivo principal do empreendimento,,,,,MG,2024-01-01
R.180,Instrução,LAC1,EIA,1. INTRODUÇÃO,1.4 – Objetivos e Relevância do Empreendimento,Os objetivos e a relevância foram apresentados adequadamente?,b) Relevância econômica,,,,,MG,2024-01-01
R.181,Instrução,LAC1,EIA,1. INTRODUÇÃO,1.4 – Objetivos e Relevância do Empreendimento,Os objetivos e a relevância foram apresentados adequadamente?,c) Relevância social,,,,,MG,2024-01-01
R.182,Instrução,LAC1,EIA,1. INTRODUÇÃO,1.4 – Objetivos e Relevância do Empreendimento,Os objetivos e a relevância foram apresentados adequadamente?,d) Relevância política,,,,,MG,2024-01-01
R.183,Instrução,LAC1,EIA,1. INTRODUÇÃO,1.4 – Objetivos e Relevância do Empreendimento,Os objetivos e a relevância foram apresentados adequadamente?,e) Abrangência territorial,,,,,MG,2024-01-01
R.184,Instrução,LAC1,EIA,1. INTRODUÇÃO,1.5 – Mapa de Localização Regional,O mapa atende aos requisitos técnicos?,a) Localização regional,,,,,MG,2024-01-01
R.185,,LAC1,EIA,1. INTRODUÇÃO,1.5 – Mapa de Localização Regional,O mapa atende aos requisitos técnicos?,b) Municípios do entorno,,,,,MG,2024-01-01
R.186,,LAC1,EIA,1. INTRODUÇÃO,1.5 – Mapa de Localização Regional,O mapa atende aos requisitos técnicos?,c) Malha viária principal,,,,,MG,2024-01-01
R.187,,LAC1,EIA,1. INTRODUÇÃO,1.5 – Mapa de Localização Regional,O mapa atende aos requisitos técnicos?,d) Elementos cartográficos obrigatórios,,,,,MG,2024-01-01
R.188,,LAC1,EIA,1. INTRODUÇÃO,1.5 – Mapa de Localização Regional,O mapa atende aos requisitos técnicos?,e) Coordenadas do empreendimento,,,,,MG,2024-01-01
R.189,,LAC1,EIA,1. INTRODUÇÃO,1.6 – Ambiente Prévio,A síntese ambiental está clara e representativa?,"a) Meio físico (relevo, solos, clima, hidrologia)",,,,,MG,2024-01-01
R.190,,LAC1,EIA,1. INTRODUÇÃO,1.6 – Ambiente Prévio,A síntese ambiental está clara e representativa?,b) Meio biótico (flora e fauna),,,,,MG,2024-01-01
R.191,,LAC1,EIA,1. INTRODUÇÃO,1.6 – Ambiente Prévio,A síntese ambiental está clara e representativa?,c) Uso e ocupação do solo,,,,,MG,2024-01-01
R.192,,LAC1,EIA,1. INTRODUÇÃO,1.6 – Ambiente Prévio,A síntese ambiental está clara e representativa?,d) Aspectos socioeconômicos,,,,,MG,2024-01-01
R.193,,LAC1,EIA,1. INTRODUÇÃO,1.6 – Ambiente Prévio,A síntese ambiental está clara e representativa?,e) Áreas sensíveis,,,,,MG,2024-01-01
R.194,,LAC1,EIA,1. INTRODUÇÃO,"1.7 – Justificativa Socioambiental, Econômica e Técnica","A justificativa abrange critérios técnicos, socioambientais e de planejamento?",a) Justificativa técnica,,,,,MG,2024-01-01
R.195,,LAC1,EIA,1. INTRODUÇÃO,"1.7 – Justificativa Socioambiental, Econômica e Técnica","A justificativa abrange critérios técnicos, socioambientais e de planejamento?",b) Justificativa econômica,,,,,MG,2024-01-01
R.196,,LAC1,EIA,1. INTRODUÇÃO,"1.7 – Justificativa Socioambiental, Econômica e Técnica","A justificativa abrange critérios técnicos, socioambientais e de planejamento?",c) Justificativa socioambiental,,,,,MG,2024-01-01
R.197,,LAC1,EIA,1. INTRODUÇÃO,"1.7 – Justificativa Socioambiental, Econômica e Técnica","A justificativa abrange critérios técnicos, socioambientais e de planejamento?",d) Relação com o planejamento do setor,,,,,MG,2024-01-01
R.198,,LAC1,EIA,1. INTRODUÇÃO,"1.7 – Justificativa Socioambiental, Econômica e Técnica","A justificativa abrange critérios técnicos, socioambientais e de planejamento?",e) Abrangência e magnitude dos impactos,,,,,MG,2024-01-01
R.199,,LAC1,EIA,2. IDENTIFICAÇÃO,2.0 – Diretrizes Gerais da Identificação,"As informações de identificação do empreendedor, empreendimento e responsável técnico estão completas e atualizadas?",a) Dados essenciais completos e consistentes,,,,,MG,2024-01-01
R.200,,LAC1,EIA,2. IDENTIFICAÇÃO,2.0 – Diretrizes Gerais da Identificação,"As informações de identificação do empreendedor, empreendimento e responsável técnico estão completas e atualizadas?",b) Conformidade com documentos oficiais,,,,,MG,2024-01-01
R.201,,LAC1,EIA,2. IDENTIFICAÇÃO,2.0 – Diretrizes Gerais da Identificação,"As informações de identificação do empreendedor, empreendimento e responsável técnico estão completas e atualizadas?",c) Integração entre identificação e enquadramento (Cap. 1.1),,,,,MG,2024-01-01
R.202,,LAC1,EIA,2. IDENTIFICAÇÃO,2.1 – Identificação do Empreendedor,Os dados do empreendedor foram apresentados corretamente?,a) Pessoa física ou jurídica,,,,,MG,2024-01-01
R.203,,LAC1,EIA,2. IDENTIFICAÇÃO,2.1 – Identificação do Empreendedor,Os dados do empreendedor foram apresentados corretamente?,b) Razão social / nome,,,,,MG,2024-01-01
R.204,,LAC1,EIA,2. IDENTIFICAÇÃO,2.1 – Identificação do Empreendedor,Os dados do empreendedor foram apresentados corretamente?,c) CNPJ ou CPF,,,,,MG,2024-01-01
R.205,,LAC1,EIA,2. IDENTIFICAÇÃO,2.1 – Identificação do Empreendedor,Os dados do empreendedor foram apresentados corretamente?,d) Endereço,,,,,MG,2024-01-01
R.206,,LAC1,EIA,2. IDENTIFICAÇÃO,2.1 – Identificação do Empreendedor,Os dados do empreendedor foram apresentados corretamente?,e) Contatos,,,,,MG,2024-01-01
R.207,,LAC1,EIA,2. IDENTIFICAÇÃO,2.2 – Identificação do Empreendimento,A identificação é coerente com o projeto?,a) Nome do empreendimento,,,,,MG,2024-01-01
R.208,,LAC1,EIA,2. IDENTIFICAÇÃO,2.2 – Identificação do Empreendimento,A identificação é coerente com o projeto?,b) Código da tipologia na DN 217,,,,,MG,2024-01-01
R.209,,LAC1,EIA,2. IDENTIFICAÇÃO,2.2 – Identificação do Empreendimento,A identificação é coerente com o projeto?,c) Atividades vinculadas,,,,,MG,2024-01-01
R.210,,LAC1,EIA,2. IDENTIFICAÇÃO,2.2 – Identificação do Empreendimento,A identificação é coerente com o projeto?,d) Localização,,,,,MG,2024-01-01
R.211,,LAC1,EIA,2. IDENTIFICAÇÃO,2.2 – Identificação do Empreendimento,A identificação é coerente com o projeto?,e) Coordenadas principais,,,,,MG,2024-01-01
R.212,,LAC1,EIA,2. IDENTIFICAÇÃO,2.3 – Empresa Responsável pelo EIA-RIMA,A empresa ou profissional está completamente identificado?,a) Razão social,,,,,MG,2024-01-01
R.213,,LAC1,EIA,2. IDENTIFICAÇÃO,2.3 – Empresa Responsável pelo EIA-RIMA,A empresa ou profissional está completamente identificado?,b) Endereço,,,,,MG,2024-01-01
R.214,,LAC1,EIA,2. IDENTIFICAÇÃO,2.3 – Empresa Responsável pelo EIA-RIMA,A empresa ou profissional está completamente identificado?,c) CNPJ / CPF,,,,,MG,2024-01-01
R.215,,LAC1,EIA,2. IDENTIFICAÇÃO,2.3 – Empresa Responsável pelo EIA-RIMA,A empresa ou profissional está completamente identificado?,d) Contato telefônico,,,,,MG,2024-01-01
R.216,,LAC1,EIA,2. IDENTIFICAÇÃO,2.3 – Empresa Responsável pelo EIA-RIMA,A empresa ou profissional está completamente identificado?,e) E-mail institucional,,,,,MG,2024-01-01
R.217,,LAC1,EIA,2. IDENTIFICAÇÃO,2.3 – Empresa Responsável pelo EIA-RIMA,A empresa ou profissional está completamente identificado?,f) Nº do CTF/AIDA,,,,,MG,2024-01-01
R.218,,LAC1,EIA,3. ESTUDO DE ALTERNATIVAS,3.0 – Diretrizes Gerais das Alternativas,"As alternativas locacionais, tecnológicas e a alternativa zero foram apresentadas e comparadas adequadamente?",a) Apresentação clara das alternativas,,,,,MG,2024-01-01
R.219,,LAC1,EIA,3. ESTUDO DE ALTERNATIVAS,3.0 – Diretrizes Gerais das Alternativas,"As alternativas locacionais, tecnológicas e a alternativa zero foram apresentadas e comparadas adequadamente?",b) Comparação estruturada por critérios ambientais,,,,,MG,2024-01-01
R.220,,LAC1,EIA,3. ESTUDO DE ALTERNATIVAS,3.0 – Diretrizes Gerais das Alternativas,"As alternativas locacionais, tecnológicas e a alternativa zero foram apresentadas e comparadas adequadamente?",c) Coerência com regras do TR e DN 217,,,,,MG,2024-01-01
R.221,,LAC1,EIA,3. ESTUDO DE ALTERNATIVAS,3.1 – Alternativas Locacionais,Três alternativas locacionais foram apresentadas e comparadas?,a) Descrição das alternativas,,,,,MG,2024-01-01
R.222,,LAC1,EIA,3. ESTUDO DE ALTERNATIVAS,3.1 – Alternativas Locacionais,Três alternativas locacionais foram apresentadas e comparadas?,c) Restrições legais e ambientais,,,,,MG,2024-01-01
R.223,,LAC1,EIA,3. ESTUDO DE ALTERNATIVAS,3.1 – Alternativas Locacionais,Três alternativas locacionais foram apresentadas e comparadas?,d) Mapa obrigatório,,,,,MG,2024-01-01
R.224,,LAC1,EIA,3. ESTUDO DE ALTERNATIVAS,3.1 – Alternativas Locacionais,Três alternativas locacionais foram apresentadas e comparadas?,e) Parâmetros ambientais analisados,,,,,MG,2024-01-01
R.225,,LAC1,EIA,3. ESTUDO DE ALTERNATIVAS,3.1 – Alternativas Locacionais,Três alternativas locacionais foram apresentadas e comparadas?,f) Matriz multicriterial comparativa,,,,,MG,2024-01-01
R.226,,LAC1,EIA,3. ESTUDO DE ALTERNATIVAS,3.2 – Alternativas Tecnológicas,As alternativas tecnológicas foram descritas e comparadas?,a) Alternativas para fase de instalação,,,,,MG,2024-01-01
